FORMATION_DIPLOME;NIVEAU_FORMATION_DIPLOME;GROUPE_SPECIALITE;LETTRE_SPECIALITE;ANCIEN_RECME;LIBELLE_COURT;LIBELLE_STAT_33;LIBELLE_LONG_200;DATE_OUVERTURE;DATE_FERMETURE;UNITE_CAPITALISABLE;DATE_PREMIERE_SESSION;DATE_DERNIERE_SESSION;DATE_ARRETE_CREATION;DATE_ARRETE_ABROGATION;DATE_ARRETE_MODIFICATION_1;DATE_ARRETE_MODIFICATION_2;DATE_ARRETE_MODIFICATION_3;DATE_ARRETE_MODIFICATION_4;DATE_ARRETE_MODIFICATION_5;DATE_ARRETE_MODIFICATION_6;DATE_ARRETE_MODIFICATION_7;DATE_ARRETE_MODIFICATION_8;DATE_ARRETE_MODIFICATION_9;DATE_ARRETE_MODIFICATION_10;COMMENTAIRE;NATURE_FORMATION_DIPLOME;GESTIONNAIRE_FORMATION_DIPLOME;DATE_INTERVENTION;ID_DOCUMENT;CITE_DOMAINE_FORMATION;NIVEAU_QUALIFICATION_RNCP
01025118;010;251;S;;MC3;REAL.CIRCUIT OLEOHYDR.PNEUM.(MC3);REALISATION DE CIRCUITS OLEOHYDRAULIQUES ET PNEUMATIQUES (MC NIVEAU III);01/09/2002;31/08/2024;;2003;2024;30/07/2002;25/08/2023;;;;;;;;;;;REMPLACE LA MC5 DE MÊME INTITULE (01025117S).;1;DGESCO A2-3;21/11/2023;;521;03
01025119;010;251;S;;MC5;OP.REGL.MACHIN. COMMAND.NUM.(MC5);OPERATEUR REGLEUR SUR MACHINES A COMMANDE NUMERIQUE (MC NIVEAU V);01/09/2002;31/08/2012;;2003;2011;30/07/2002;28/02/2011;;;;;;;;;;;REMPLACE LA MC5 DE MÊME INTITULE (01025112S). ABROGEE SANS REMPLACEMENT.;1;DGESCO A2-3;10/12/2020;;521;03
01025120;010;251;S;;MC5;MONTAG.AJUST.SYS.MECA.AUTOM.(MC5);MONTAGE AJUSTAGE DE SYSTEMES MECANIQUES ET AUTOMATISES (MC NIVEAU V);01/09/2002;31/08/2012;;2003;2011;31/07/2002;28/02/2011;;;;;;;;;;;REMPLACE LA MC5 DE MÊME INTITULE (01025111S). ABROGEE SANS REMPLACEMENT.;1;DGESCO A2-3;10/12/2020;;521;03
01025121;010;251;U;;MC5;OPER.REGL.SYST.RECTIFICAT. (MC5);OPERATEUR REGLEUR EN SYSTEMES DE RECTIFICATION (MC NIVEAU V);01/09/2002;31/08/2012;;2003;2011;01/08/2002;28/02/2011;;;;;;;;;;;REMPLACE LA MC DE MÊME INTITULE (01025113U). ABROGEE SANS REMPLACEMENT.;1;DGESCO A2-3;10/12/2020;;521;03
01025122;010;251;S;;MC4;MAQUETTES ET PROTOTYPES (MC4);MAQUETTES ET PROTOTYPES (MC NIVEAU IV);01/09/2002;31/08/2024;;2003;2024;01/08/2002;25/08/2023;14/12/2020;28/11/2023;;;;;;;;;REMPLACE LA MC DE MÊME INTITULE (01025203S).;1;DGESCO A2-3;06/01/2024;;521;04
01025123;010;251;R;;MC4;MAINT.INST.OLEOHYDRAU.PNEUM.(MC4);MAINTENANCE DES INSTALLATIONS OLEOHYDRAULIQUES ET PNEUMATIQUES (MC NIVEAU IV);01/09/2002;31/08/2024;;2003;2024;01/08/2002;25/08/2023;14/12/2020;28/11/2023;;;;;;;;;REMPLACE LA MC4 DE MÊME INTITULE (01025116R).;1;DGESCO A2-3;06/01/2024;;521;04
01025201;010;252;R;461002;MC4;TECHN.MAINT.VEHICUL.INDUST. (MC4);TECHNICIEN DE MAINTENANCE EN VEHICULES INDUSTRIELS (MC NIVEAU IV);31/08/1988;31/08/2017;N;1989;2017;31/08/1988;12/01/2017;;;;;;;;;;;;1;DGESCO A2-3;10/12/2020;;525;04
01025202;010;252;R;521002;MC5;AMENAG.RENOV.VEHICUL.SPECIF.(MC5);AMENAGEMENT ET RENOVATION DE VEHICULES SPECIFIQUES (MC NIVEAU V);03/03/1989;31/08/2012;N;1989;2011;03/03/1989;22/02/2010;27/07/1999;;;;;;;;;;ABROGEE SANS REMPLACEMENT.;1;DGESCO A2-3;10/12/2020;;525;03
01025203;010;252;R;521069;MC5;METT.PT SYS.CTRL. ASS.AGR.TP(MC5);METTEUR AU POINT EN SYSTEMES DE CONTROLE ET D'ASSERVISSEMENT DES MATERIELS AGRICOLES ET DE TRAVAUX PUBLICS (MC NIVEAU V);01/12/1986;31/08/2006;N;1987;2006;01/12/1986;27/03/2006;04/08/1988;;;;;;;;;;REMPLACEE PAR LA MC5 MAINTENANCE & CONTRÔLE DES MATERIELS (01025208R).;1;DGESCO A2-3;10/12/2020;;525;03
01025204;010;252;R;521070;MC5;REPAR. EQUIPT MOTEUR DIESEL (MC5);REPARATEUR EN EQUIPEMENT DE MOTEUR DIESEL (MC AUX CAP ET BEP);14/11/1987;31/08/2000;N;1988;1999;14/11/1987;27/07/1999;15/06/1989;;;;;;;;;;REMPLACEE PAR LA MC5 MAINTENANCE DES MOTEURS DIESEL & DE LEURS EQUIPEMENTS (01025206R).;1;DGESCO A2-3;10/12/2020;;525;03
01025205;010;252;T;;MC;TECHN.MAINTENANCE VEHICUL.INDUST.;TECHN.MAINTENANCE VEHICULES INDUSTRIELS (MC);01/01/1992;02/09/1992;;;;;;;;;;;;;;;;CODE CREE PAR ERREUR EN DOUBLE (VOIR 01025201R).;Z;DGESCO A2-3;10/12/2020;;999;03
01025206;010;252;R;;MC5;MAINT.MOT.DIESEL  EQUIPMTS (MC5);MAINTENANCE DES MOTEURS DIESEL ET DE LEURS EQUIPEMENTS (MC NIVEAU V);01/09/2000;31/08/2003;N;2000;2002;27/07/1999;31/07/2002;;;;;;;;;;;A REMPLACE LA MC5 REPARATEUR EQUIPEMENT MOTEUR DIESEL (01025204R).  REMPLACEE PAR LA MC5 DE MÊME INTITULE (01025207R).;1;DGESCO A2-3;10/12/2020;;525;03
01025207;010;252;R;;MC5;MAINT.MOT.DIESEL EQUIPMTS (MC5);MAINTENANCE DES MOTEURS DIESEL ET DE LEURS EQUIPEMENTS (MC NIVEAU V);01/09/2002;31/08/2023;;2003;2022;31/07/2002;27/01/2022;;;;;;;;;;;REMPLACE LA MC5 DE MÊME INTITULE (01025206R).;1;DGESCO A2-3;12/04/2022;;525;03
01025208;010;252;R;;MC5;MAINTENANCE CONTRÔLE MATERIELS;MAINTENANCE ET CONTROLES DES MATERIELS (MC NIVEAU V);01/09/2006;31/08/2017;;2007;2016;27/03/2006;16/12/2015;;;;;;;;;;;REMPLACE LA MC5 METTEUR AU POINT EN SYSTEMES DE CONTRÔLE & D'ASSERVISSEMENT DES MATERIELS AGRICOLES & DE TRAVAUX PUBLICS (01025203R).;1;DGESCO A2-3;10/12/2020;;525;03
01025301;010;253;R;;MC4;AERONAUTIQUE (MC4);AERONAUTIQUE  (MC DE NIVEAU IV);01/09/1998;31/08/1999;N;1999;;07/06/1999;01/01/1998;;;;;;;;;;;CREEE PAR ERREUR SANS OPTION.  REMPLACEE PAR MC A 4 OPTIONS (01025302R, 01025303R, 01025304R, 01025305R).;1;DGESCO A2-3;10/12/2020;;525;04
01025302;010;253;R;;MC4;AERONAUTIQ.OPT. HELICOPTERE (MC4);AERONAUTIQUE OPTION HELICOPTERE (MC NIVEAU IV);01/09/1999;31/08/2003;N;1999;2003;07/06/1999;30/07/2003;19/02/2002;;;;;;;;;;CREAT. LIEE A  ABRO.DIP4 (42025301R & 42025507R). REMPLAC.RS1999, avec autres opt., MC 01025301R créée sans opt.RS98. SCINDEE EN 2 OPT.( 01025306 & 07R) mais pas de chgmt de code des autres options.;1;DGESCO A2-3;10/12/2020;;525;04
01025303;010;253;R;;MC4;AERONAUTIQ.OPT. AVIONIQUE (MC4);AERONAUTIQUE OPTION AVIONIQUE (MC NIVEAU IV);01/09/1999;31/08/2015;N;1999;2015;07/06/1999;18/02/2015;19/02/2002;30/07/2003;26/07/2005;03/10/2005;04/09/2007;;;;;;CREAT. LIEE à ABRO.DIP4 42025301R & 42025507R. REMPLACE, A PARTIR RS 1999, avec autres opt., MC 01025301R créée par erreur prép.RS98 sans option. Pas de changement de code suite arr.30/07/2003.;1;DGESCO A2-3;10/12/2020;;525;04
01025304;010;253;R;;MC4;AERONAUTIQ.OP.AV. MOT.PISTON(MC4);AERONAUTIQUE OPTION AVIONS A MOTEURS A PISTONS (MC NIVEAU IV);01/09/1999;31/08/2015;N;1999;2015;07/06/1999;18/02/2015;19/02/2002;30/07/2003;26/07/2005;03/10/2005;04/09/2007;;;;;;CREAT. LIEE à ABRO.DIP4 42025301R & 42025507R. REMPLACE, A PARTIR RS 1999, avec autres opt., MC 01025301R créée par erreur prép.RS98 sans option. Pas de changement de code suite arr.30/07/2003.;1;DGESCO A2-3;10/12/2020;;525;04
01025305;010;253;R;;MC4;AERONAUTIQ.OP.AV. MOT.TURB. (MC4);AERONAUTIQUE OPTION AVIONS A MOTEURS A TURBINES (MC NIVEAU IV);01/09/1999;31/08/2015;N;1999;2015;07/06/1999;18/02/2015;19/02/2002;30/07/2003;26/07/2005;03/10/2005;04/09/2007;;;;;;CREAT. LIEE à ABRO.42025301R & 42025507R. REMPLACE, A PARTIR RS 1999, avec autres opt., MC 01025301R créée par erreur sans opt. Pas de changt de code suite arr.30/07/03. Modif.Intit. Cf arr.04/09/07.;1;DGESCO A2-3;10/12/2020;;525;04
01025306;010;253;R;;MC4;AERON.OP.HELICO. MOT.PISTON (MC4);AERONAUTIQUE OPTION HELICOPTERE A MOTEURS A PISTON (MC NIVEAU IV);01/09/2003;31/08/2015;;2004;2015;30/07/2003;18/02/2015;26/07/2005;03/10/2005;04/09/2007;;;;;;;;REMPLACE, avec l'autre option HELICOPTERE A TURBOMACHINES (01025307R), l'option HELICOPTERE de la MC4 AERONAUTIQUE (01025302R). Pas de changement de codes pour les autres options.;1;DGESCO A2-3;10/12/2020;;525;04
01025307;010;253;R;;MC4;AERON.OP.HELICO. MOT.TURB. .(MC4);AERONAUTIQUE OPTION HELICOPTERE A MOTEURS A TURBINES (MC NIVEAU IV);01/09/2003;31/08/2015;;2004;2015;30/07/2003;18/02/2015;26/07/2005;03/10/2005;04/09/2007;;;;;;;;REMPLACE, AVECAUTRE OPT., HELICOPTERE A  MOTEURS A PISTON (01025306R), L'OPTION HELICOPTERE DE LA MC4 AERONAUTIQUE (01025302R). Pas de changt de codes pour autres opt. Modif.Intit. Cf arr.04/09/07.;1;DGESCO A2-3;10/12/2020;;525;04
01025308;010;253;R;;MC4;AERON.OPT.AVION.MOT.TURB. (MC4);AERONAUTIQUE OPTION AVIONS A MOTEURS A TURBINES (MC NIVEAU IV);01/09/2015;31/08/2024;;2016;2024;18/02/2015;25/08/2023;14/12/2020;28/11/2023;;;;;;;;;;1;DGESCO A2-3;06/01/2024;;525;04
01025309;010;253;R;;MC4;AERON.OPT.AVION.MOT.PIST. (MC4);AERONAUTIQUE OPTION AVIONS A MOTEURS A PISTONS (MC NIVEAU IV);01/09/2015;31/08/2024;;2016;2024;18/02/2015;25/08/2023;14/12/2020;28/11/2023;;;;;;;;;;1;DGESCO A2-3;06/01/2024;;525;04
01025310;010;253;R;;MC4;AERON.OPT.HELIC.MOT.TURB. (MC4);AERONAUTIQUE OPTION HELICOPTERES A MOTEURS A TURBINES (MC NIVEAU IV);01/09/2015;31/08/2024;;2016;2024;18/02/2015;25/08/2023;14/12/2020;28/11/2023;;;;;;;;;;1;DGESCO A2-3;06/01/2024;;525;04
01025311;010;253;R;;MC4;AERON.OPT.HELIC.MOT.PIST. (MC4);AERONAUTIQUE OPTION HELICOPTERES A MOTEURS A PISTONS (MC NIVEAU IV);01/09/2015;31/08/2024;;2016;2024;18/02/2015;25/08/2023;14/12/2020;28/11/2023;;;;;;;;;;1;DGESCO A2-3;06/01/2024;;525;04
01025312;010;253;R;;MC4;AERON.OPT.AVIONIQUE (MC4);AERONAUTIQUE OPTION AVIONIQUE (MC NIVEAU IV);01/09/2015;31/08/2024;;2016;2024;18/02/2015;25/08/2023;14/12/2020;28/11/2023;;;;;;;;;;1;DGESCO A2-3;06/01/2024;;525;04
01025401;010;254;N;522705;MC5;DESSINAT.CHAUDRON.TUYAU.IND (MC5);DESSINATEUR CHAUDRONNERIE ET TUYAUTERIE INDUSTRIELLES (MC AU CAP);02/08/1962;31/08/1994;N;1963;1989;02/08/1962;11/08/1987;31/10/1974;;;;;;;;;;ABROGEE.;1;DGESCO A2-3;10/12/2020;;999;03
01025402;010;254;S;520901;MC5;SOUDAGE (MC5);SOUDAGE (MC AUX CAP ET BEP);02/09/1988;31/08/2001;N;1989;2000;02/09/1988;26/07/2000;30/10/1991;;;;;;;;;;A REMPLACE LE CAP SOUDEUR (50025407S). REMPLACEE PAR LA MC DE MÊME INTITULE (01025404S).;1;DGESCO A2-3;10/12/2020;;521;03
01025403;010;254;U;;MC5;OPERATEUR EN FORGE (MC5);OPERATEUR EN FORGE (MC NIVEAU V);01/09/1996;31/08/2012;N;1997;2011;31/07/1996;28/02/2011;;;;;;;;;;;CREATION EX NIHILO. ABROGEE SANS REMPLACEMENT.;1;DGESCO A2-3;10/12/2020;;521;03
01025404;010;254;S;;MC5;SOUDAGE (MC5);SOUDAGE (MC NIVEAU V);01/09/2000;31/08/2003;;2001;2002;26/07/2000;30/07/2002;;;;;;;;;;;A REMPLACE LA MC DE MÊME INTITULE (01025402S). REMPLACEE PAR LA MC5 DE MÊME INTITULE (01025405S).;1;DGESCO A2-3;10/12/2020;;521;03
01025405;010;254;S;;MC5;SOUDAGE (MC5);SOUDAGE (MC NIVEAU V);01/09/2002;31/08/2018;;2003;2018;30/07/2002;03/01/2017;;;;;;;;;;;REMPLACE LA MC5 DE MÊME INTITULE (01025404S).;1;DGESCO A2-3;10/12/2020;;521;03
01025406;010;254;S;;MC4;TECHNICIEN(NE) EN SOUDAGE (MC4);TECHNICIEN(NE) EN SOUDAGE (MC NIVEAU IV);01/09/2016;31/08/2024;;2017;2024;26/11/2015;25/08/2023;14/12/2020;28/11/2023;;;;;;;;;;1;DGSCO A2-3;06/01/2024;;521;04
01025407;010;254;S;;MC4;TECHNICIEN(NE) EN TUYAUTERIE;TECHNICIEN(NE) EN TUYAUTERIE (MC NIVEAU IV);01/09/2017;31/08/2024;;2018;2024;12/01/2017;25/08/2023;14/12/2020;28/11/2023;;;;;;;;;;1;DGESCO A2-3;06/01/2024;;521;04
01025408;010;254;S;;MC4;TECHN. CHAUDR. AERON. & SPATIALE;TECHNICIEN(NE) EN CHAUDRONNERIE AERONAUTIQUE ET SPATIALE (MC NIVEAU IV);01/09/2017;31/08/2024;;2018;2024;12/01/2017;25/08/2023;14/12/2020;28/11/2023;;;;;;;;;;1;DGESCO A2-3;06/01/2024;;525;04
01025409;010;254;S;;MC4;TECHNICIEN  PEINTURE AERONAUTIQUE;TECHNICIEN EN PEINTURE AERONAUTIQUE (MC NIVEAU IV);01/09/2020;31/08/2024;;2021;2024;18/02/2020;25/08/2023;14/12/2020;28/11/2023;;;;;;;;;;1;DGESCO A2-3;06/01/2024;;;04
01025501;010;255;R;521116;MC5;MIS.PT ELECTRI.ELECTRO.AUTO (MC5);MISE AU POINT : ELECTRICITE ET ELECTRONIQUE AUTOMOBILE (MC NIVEAU V);22/06/1987;31/08/2005;N;1988;2005;22/06/1987;09/05/2005;12/02/1988;;;;;;;;;;REMPLACEE PAR LA MC5 MAINTENANCE DES SYSTEMES EMBARQUES DE L'AUTOMOBILE (01025507R).;1;DGESCO A2-3;10/12/2020;;525;03
01025502;010;255;S;521201;MC5;INSTAL.MATER.ELECTRONQ SECU.(MC5);INSTALLATION DE MATERIEL ELECTRONIQUE DE SECURITE (MC NIVEAU V);01/09/1994;31/08/2003;N;1995;2002;07/02/1995;01/08/2002;;;;;;;;;;;CREATION EX NIHILO. REMPLACEE PAR LA MC5 DE MÊME INTITULE (01025505S).;1;DGESCO A2-3;10/12/2020;;523;03
01025503;010;255;R;;MC4;TECHNIC.EQUIPMT AUDIOV.PROF.(MC4);TECHNICIEN DES EQUIPEMENTS AUDIOVISUELS PROFESSIONNELS ( MC NIVEAU IV);01/09/1997;31/08/2003;N;1998;2002;21/10/1997;28/06/2002;;;;;;;;;;;CREATION EX NIHILO. REMPLACEE PAR LA MC4 DE MÊME INTITULE (01032304T).;1;DGESCO A2-3;10/12/2020;;523;04
01025504;010;255;S;;MC5;INS.CONS.AUDV.ELECTRO.ANTEN (MC5);INSTALLATEUR CONSEIL EN AUDIOVISUEL  ELECTRONIQUE ET ANTENNES (MC NIVEAU V);01/09/1998;31/08/2003;;1999;2002;05/08/1998;01/08/2002;;;;;;;;;;;CREATION EX NIHILO. REMPLACEE PAR LA MC5 DE MÊME INTITULE (01025506S).;1;DGESCO A2-3;10/12/2020;;523;03
01025505;010;255;S;;MC5;INSTAL.MATER.ELECTRONQ SECU.(MC5);INSTALLATION DE MATERIEL ELECTRONIQUE DE SECURITE (MC NIVEAU V);01/09/2002;31/08/2006;;2003;2006;01/08/2002;29/04/2005;;;;;;;;;;;A REMPLACE LA MC5 DE MÊME INTITULE (01025502S). ABROGEE SANS REMPLACEMENT.;1;DGESCO A2-3;10/12/2020;;523;03
01025506;010;255;S;;MC5;INS.CONS.AUDV.ELECTRO.ANTEN (MC5);INSTALLATEUR-CONSEIL EN AUDIOVISUEL ELECTRONIQUE ET ANTENNES (MC NIVEAU V);01/09/2002;31/08/2007;;2003;2006;01/08/2002;06/10/2005;;;;;;;;;;;A REMPLACE LA MC5 DE MÊME INTITULE (01025504S).  ABROGEE SANS REMPLACEMENT.;1;DGESCO A2-3;10/12/2020;;523;03
01025507;010;255;R;;MC5;MAINT. SYST. EMBARQUES AUTOMOBILE;MAINTENANCE DES SYSTEMES EMBARQUES DE l'AUTOMOBILE (MC NIVEAU V);01/09/2005;31/08/2023;;2006;2022;09/05/2005;27/01/2022;;;;;;;;;;;REMPLACE LA MC5 MISE AU POINT : ELECTRICITE & ELECTRONIQUE AUTOMOBILE (01025501R).;1;DGESCO A2-3;12/04/2022;;523;03
01025508;010;255;S;;MC4;TECHN. EN RESEAUX ELECTRIQ. (MC4);TECHNICIEN(NE) EN RESEAUX ELECTRIQUES (MC NIVEAU IV);01/09/2012;31/08/2024;;2013;2024;10/02/2012;25/08/2023;15/01/2019;14/12/2020;28/11/2023;;;;;;;;;1;DGESCO A2-3;06/01/2024;;522;04
01025509;010;255;R;;MC4;CYBERSECURITE (MC4);CYBERSECURITE (MC NIVEAU IV);01/09/2023;31/08/2024;;2024;2024;06/02/2023;25/08/2023;17/01/2023;28/11/2023;;;;;;;;;;1;DGESCO A2-3;06/01/2024;;;04
01025510;010;255;R;;MC4;PROD.REPAR.PROD.ELECTRONIQ. (MC4);PRODUCTION ET REPARATION DE PRODUITS ELECTRONIQUES (MC NIVEAU IV);01/09/2023;31/08/2024;;2024;2024;06/02/2023;25/08/2023;17/01/2023;28/11/2023;;;;;;;;;;1;DGESCO A2-3;06/01/2024;;;04
01031101;010;311;W;;MC4;ACCUEIL DANS TRANSPORTS (MC4);ACCUEIL DANS LES TRANSPORTS (MC NIVEAU IV);01/09/1997;31/08/2024;N;1998;2024;26/11/1997;25/08/2023;14/12/2020;28/11/2023;;;;;;;;;CREATION EX NIHILO.;1;DGESCO A2-3;06/01/2024;;812;04
01031102;010;311;R;;MC4;AGENT TRANSPORT EXPL.FERROV.(MC4);AGENT TRANSPORT EXPLOITATION FERROVIAIRE (MC NIVEAU IV);01/09/1997;31/08/2023;;1998;2023;23/09/1997;23/04/2023;15/01/2001;15/10/2004;09/12/2011;14/12/2020;;;;;;;CREATION EX NIHILO.;1;DGESCO A2-3;24/05/2023;;840;04
01031103;010;311;U;;MC5;TRANSPORTEUR FLUVIAL (MC5);TRANSPORTEUR FLUVIAL (MC DE NIVEAU V);01/09/2003;31/08/2017;;2004;2016;06/06/2003;05/04/2013;;;;;;;;;;;CREATION EX NIHILO.;1;DGESCO A2-3;10/12/2020;;840;03
01031201;010;312;T;;MC4;ASSIST.CONSEIL VENT.DISTANC.(MC4);ASSISTANCE, CONSEIL, VENTE A DISTANCE (MC NIVEAU IV);01/09/2001;31/08/2024;;2001;2024;15/06/2001;25/08/2023;14/12/2020;28/11/2023;;;;;;;;;CREATION EX NIHILO.;1;DGESCO A2-3;06/01/2024;;341;04
01031301;010;313;T;;MC4;SERVICES FINANCIERS (MC4);SERVICES FINANCIERS (MC NIVEAU IV);01/09/2002;31/08/2024;;2003;2023;28/06/2002;18/02/2022;14/12/2020;;;;;;;;;;CREATION EX NIHILO.;1;DGESCO A2-3;12/04/2022;;343;04
01032201;010;322;S;;MC5;FINIT.FACONNAG.PRDTS IMPRIM.(MC5);FINITION-FACONNAGE DE PRODUITS IMPRIMES (MC DE NIVEAU V);01/09/2004;31/08/2013;;2005;2012;16/02/2004;25/02/2011;05/05/2006;;;;;;;;;;CREATION EX NIHILO. CETTE CREATION EST LIEE  A L'ABROGATION DU  CAP CONDUITE DE MACHINES AUTOMATISEES DE RELIURE BROCHURE INDUSTRIELLE  (50032216U). ABROGE SANS REMPLACEMENT.;1;DGESCO A2-3;10/12/2020;;213;03
01032302;010;323;W;;MC4;VENDEUR PRODUITS MULTIMEDIA (MC4);VENDEUR DE PRODUITS MULTIMEDIA (MC NIVEAU IV);01/09/1997;31/08/2006;N;1998;2005;03/09/1997;06/12/2004;;;;;;;;;;;ABROGEE SANS REMPLACEMENT.;1;DGESCO A2-3;10/12/2020;;341;04
01032304;010;323;T;;MC4;TECHNIC.EQUIPMT AUDIOV.PROF.(MC4);TECHNICIEN DES EQUIPEMENTS AUDIOVISUELS PROFESSIONNELS ( MC NIVEAU IV);01/09/2002;31/08/2006;;2003;2006;28/06/2002;29/04/2005;;;;;;;;;;;A REMPLACE LA MC4 DE MÊME INTITULE (01025503R). ABROGEE SANS REMPLACEMENT.;1;DGESCO A2-3;10/12/2020;;213;04
01032601;010;326;T;;MC4;SERVICES NUMER. AUX ORGANISATIONS;SERVICES NUMERIQUES AUX ORGANISATIONS (MC NIVEAU IV);01/09/2021;31/08/2024;;2022;2024;14/12/2020;25/08/2023;28/11/2023;;;;;;;;;;;1;DGESCO A2-3;06/01/2024;;;04
01033001;010;330;T;;MC3;AIDE A DOMICILE  (MC3);AIDE A DOMICILE (MC NIVEAU III);01/09/1996;31/08/2024;N;1997;2023;28/07/1995;10/02/2023;25/10/2002;10/09/2004;21/11/2006;22/05/2013;03/11/2016;;;;;;CREATION EX NIHILO.;1;DGESCO A2-3;07/04/2023;;814;03
01033002;010;330;T;;MC3;AIDE A DOMICILE (MC3);AIDE A DOMICILE (MC NIVEAU III);01/09/2023;31/08/2024;;2024;2024;10/02/2023;25/08/2023;;;;;;;;;;;;1;DGESCO A2-3;21/11/2023;;;03
01033101;010;331;W;523715;MC5;EMPLOYE DE PHARMACIE (MC5);EMPLOYE DE PHARMACIE (MC AU CAP);23/06/1980;31/08/2004;N;1981;2004;23/06/1980;13/03/2000;27/06/1985;;;;;;;;;;ABROGEE SANS REMPLACEMENT.;1;DGESCO A2-3;10/12/2020;;722;03
01033401;010;334;T;463901;MC4;EMPLOYE BARMAN (MC4);EMPLOYE BARMAN (MC AUX BT);26/12/1984;31/08/1997;N;1985;1997;26/12/1984;16/05/1997;05/06/1991;;;;;;;;;;REMPLACEE PAR LA MC DE MÊME INTITULE (01033411T).;1;DGESCO A2-3;10/12/2020;;811;04
01033402;010;334;T;463902;MC4;EMPLOYE SOMMELIER (MC4);EMPLOYE SOMMELIER (MC AUX BT);11/01/1985;31/08/1997;N;1985;1996;11/01/1985;31/07/1996;;;;;;;;;;;REMPLACEE PAR LA MC SOMMELLERIE (01033410T).;1;DGESCO A2-3;10/12/2020;;811;04
01033403;010;334;T;523901;MC;EMPLOYE BARMAN;EMPLOYE BARMAN (MC);01/01/1901;02/01/1901;N;;;;;;;;;;;;;;;CODE CREE PAR ERREUR (VOIR 01033401T, 01033404T).;Z;DGESCO A2-3;10/12/2020;;999;03
01033404;010;334;T;523922;MC5;EMPLOYE BARMAN (MC5);EMPLOYE BARMAN (MC AUX CAP ET BEP);26/12/1984;31/08/1997;N;1985;1997;26/12/1984;16/05/1997;05/06/1991;;;;;;;;;;REMPLACEE PAR LA MC DE MÊME INTITULE (01033411T).;1;DGESCO A2-3;10/12/2020;;811;03
01033405;010;334;T;523924;MC5;EMPLOYE SOMMELIER (MC5);EMPLOYE SOMMELIER (MC AUX CAP ET BEP);11/01/1985;31/08/1997;N;1985;1996;11/01/1985;31/07/1996;;;;;;;;;;;REMPLACEE PAR  LA MC SOMMELLERIE (01033410T).;1;DGESCO A2-3;10/12/2020;;811;03
01033406;010;334;T;;MC;BARMAN;BARMAN (MC);01/09/1992;02/09/1992;;;;;;;;;;;;;;;;CODE CREE PAR ERREUR (VOIR 01033401T, 01033404T).;Z;DGESCO A2-3;10/12/2020;;999;03
01033407;010;334;T;;MC;SOMMELIER;SOMMELIER (MC);01/01/1992;02/09/1992;;;;;;;;;;;;;;;;CODE CREE PAR ERREUR (VOIR 01033402T, 01033405T, 01033410T).;Z;DGESCO A2-3;10/12/2020;;999;03
01033408;010;334;P;;MC4;TELEBILLETT. SERVICES VOYAG.(MC4);TELEBILLETTERIE ET SERVICES VOYAGES (MC NIVEAU IV);01/09/1995;31/08/2011;N;1996;2010;12/09/1995;03/04/2008;25/01/1996;;;;;;;;;;CREATION EX NIHILO. ABROGEE SANS REMPLACEMENT.;1;DGESCO A2-3;10/12/2020;;812;04
01033409;010;334;T;;MC4;ACCUEIL-RECEPTION (MC4);ACCUEIL-RECEPTION (MC NIVEAU IV);01/09/1995;31/08/2008;N;1996;2008;15/09/1995;31/03/2008;;;;;;;;;;;CREATION EX NIHILO. REMPLACEE PAR MC4 DE MÊME INTITULE (01033413T).;1;DGESCO A2-3;10/12/2020;;811;04
01033410;010;334;T;;MC3;SOMMELLERIE (MC3);SOMMELLERIE (MC NIVEAU III);01/09/1996;31/08/2024;N;1997;2023;31/07/1996;30/12/2022;01/04/2008;;;;;;;;;;REMPLACE LES MC "EMPLOYE SOMMELIER" A DOUBLE CODE POUR LE  NIVEAU 4 (01033402T) & LE NIVEAU 5 (01033405T).;1;DGESCO A2-3;07/04/2023;;811;03
01033411;010;334;T;;MC3;EMPLOYE BARMAN (MC3);EMPLOYE BARMAN (MC NIVEAU III);01/09/1997;31/08/2024;N;1998;2024;16/05/1997;25/08/2023;04/05/1999;03/04/2008;;;;;;;;;REMPLACE LA MC DE MÊME INTITULE AVEC DOUBLE CODE (1033401T & 01033404T).;1;DGESCO A2-3;21/11/2023;;811;03
01033412;010;334;P;;MC4;ORGANISATEUR DE RECEPTION (MC4);ORGANISATEUR DE RECEPTION (MC NIVEAU IV);01/09/2005;31/08/2024;;2006;2024;09/05/2005;25/08/2023;26/06/2007;09/07/2013;14/12/2020;28/11/2023;;;;;;;CREATION EX NIHILO.;1;DGESCO A2-3;06/01/2024;;811;04
01033413;010;334;T;;MC4;ACCUEIL-RECEPTION (MC4);ACCUEIL-RECEPTION (MC NIVEAU IV);01/09/2008;31/08/2024;;2009;2024;31/03/2008;25/08/2023;14/12/2020;28/11/2023;;;;;;;;;REMPLACE LA MC4 DE MÊME INTITULE (01033409T).;1;DGESCO A2-3;06/01/2024;;811;04
01033414;010;334;T;;MC4;SOMMELLERIE (MC4);SOMMELLERIE (MC NIVEAU IV);01/09/2023;31/08/2024;;2024;2024;30/12/2022;25/08/2023;28/11/2023;;;;;;;;;;;1;DGESCO A2-3;06/01/2024;;;04
